"","STU_ID","Attrition_Y_N","Grades","MAP.Score","Number_Absent","Number_Disc_Incidents","days_enrolled","weeks_enrolled","months_enrolled","years_enrolled","Miles_Distance_House_School"
"1",1,0,78.5,65,6,0,1357,193.86,45,3.72,NA
"2",2,1,85,27,0,0,108,15.43,4,0.3,NA
"3",3,0,90.3333333333333,75.67,65,0,1357,193.86,45,3.72,NA
"4",4,1,61.2,75.67,0,0,364,52,12,1,2.551793514
"5",5,0,97.5,35.75,6,0,1357,193.86,45,3.72,2.551793514
"6",6,1,72.5,89,0,1,1463,209,48,4.01,2.229821374
"7",7,1,70.4285714285714,54.5,0,4,1463,209,48,4.01,0.572745475
"8",8,0,87.2142857142857,77,0,4,2456,350.86,81,6.73,0.331557574
"9",9,1,91.625,86.5,0,4,1463,209,48,4.01,1.598311518
"10",10,1,72.75,55.5,0,4,364,52,12,1,0.23973034
"11",11,1,79.25,15.25,18,4,1129,161.29,37,3.09,0.23973034
"12",12,1,90.875,86,0,4,364,52,12,1,4.666865917
"13",13,0,79.25,67.75,71,1,1357,193.86,45,3.72,4.666865917
"14",14,0,97.5,22.25,12,1,1357,193.86,45,3.72,4.666865917
"15",15,1,80.8333333333333,75.5,0,1,1463,209,48,4.01,7.115291525
"16",16,1,88.4166666666667,67.75,8,1,1078,154,35,2.95,7.115291525
"17",17,0,98,64,3,1,1357,193.86,45,3.72,7.115291525
"18",18,1,78.375,59,0,1,1463,209,48,4.01,5.167540913
"19",19,0,88.5714285714286,30.75,22,2,1357,193.86,45,3.72,5.167540913
"20",20,0,82.9285714285714,50.5,0,2,2456,350.86,81,6.73,8.766926974
"21",21,1,91.625,61,0,2,728,104,24,1.99,1.501109426
"22",22,0,75.2142857142857,26,0,1,2456,350.86,81,6.73,6.717423479
"23",23,1,83.25,12,0,1,364,52,12,1,6.717423479
"24",24,0,87.5,45.5,0,1,2456,350.86,81,6.73,4.339424316
"25",25,0,88,57,5,1,1357,193.86,45,3.72,4.339424316
"26",26,1,90.75,70.5,0,1,364,52,12,1,2.898692931
"27",27,1,60.2857142857143,38.5,0,3,1827,261,60,5.01,2.493786858
"28",28,0,74.75,38.5,85,2,1357,193.86,45,3.72,2.493786858
"29",29,1,84.6666666666667,38.5,51,2,1079,154.14,35,2.96,2.493786858
"30",30,1,77.3333333333333,60,0,2,435,62.14,14,1.19,2.493786858
"31",31,1,95,79.5,0,2,364,52,12,1,2.493786858
"32",32,1,90.1875,67.5,0,2,728,104,24,1.99,2.758052129
"33",33,1,92.5,73.5,21,2,1078,154,35,2.95,2.758052129
"34",34,0,84.5,62.5,0,2,2456,350.86,81,6.73,1.553316525
"35",35,0,78.1875,62.75,8,2,1357,193.86,45,3.72,1.553316525
"36",36,1,81.5,3.5,19,2,1078,154,35,2.95,1.553316525
"37",37,1,75.8,49.75,0,2,364,52,12,1,1.553316525
"38",38,1,90,61.75,0,2,141,20.14,5,0.39,4.00619517
"39",39,1,72.5833333333333,17.5,0,2,364,52,12,1,3.32105099
"40",40,1,91.9,83,0,1,1463,209,48,4.01,3.658401003
"41",41,0,79.8,5,18,1,1356,193.71,45,3.72,5.73787064
"42",44,0,89,75,0,2,2456,350.86,81,6.73,2.623107174
"43",46,1,81.75,48,0,2,364,52,12,1,2.623107174
"44",47,0,87.2857142857143,72.5,0,2,2456,350.86,81,6.73,4.275003795
"45",51,1,61.8,20.5,0,2,364,52,12,1,4.275003795
"46",52,1,92.3125,79.5,0,2,728,104,24,1.99,4.275003795
"47",53,1,74.4285714285714,65.5,0,2,1099,157,36,3.01,5.171553741
"48",54,1,86.5,51,0,1,728,104,24,1.99,5.171553741
"49",55,0,86.25,79.5,0,1,2456,350.86,81,6.73,3.101859388
"50",57,1,79.5,47,0,1,364,52,12,1,3.101859388
"51",61,1,83.875,78,0,1,364,52,12,1,3.101859388
"52",62,1,81.2857142857143,23.5,0,2,1463,209,48,4.01,1.357523138
"53",63,1,0,23.5,0,2,0,0,0,0,1.357523138
"54",64,1,0,23.5,0,2,0,0,0,0,1.357523138
"55",67,1,58.625,23.5,0,5,1099,157,36,3.01,2.215908016
"56",68,1,73.7,44.75,0,5,728,104,24,1.99,2.215908016
"57",69,1,0,44.75,0,1,364,52,12,1,2.215908016
"58",72,1,74,25.5,0,1,364,52,12,1,2.215908016
"59",76,1,59.25,51,0,1,364,52,12,1,2.215908016
"60",78,0,75.2142857142857,45.5,0,1,2456,350.86,81,6.73,6.427385134
"61",79,1,78.6,45.5,0,1,364,52,12,1,6.427385134
"62",81,0,78.9285714285714,47.5,0,1,2456,350.86,81,6.73,1.395585443
"63",83,0,93.5,26,0,1,2456,350.86,81,6.73,3.371193298
"64",85,0,76.5625,26,0,1,2456,350.86,81,6.73,1.769928826
"65",88,1,0,26,0,1,0,0,0,0,1.769928826
"66",89,0,83.5,26,0,2,2456,350.86,81,6.73,2.722947874
"67",90,0,89.5,26,0,2,2456,350.86,81,6.73,1.132742974
"68",92,0,82.4166666666667,26,0,2,2456,350.86,81,6.73,3.136369333
"69",95,1,0,26,0,2,0,0,0,0,3.136369333
"70",96,1,100,26,0,1,1099,157,36,3.01,1.607604893
"71",97,0,81,26,0,1,2456,350.86,81,6.73,1.851298836
"72",98,0,80.25,26,0,1,2456,350.86,81,6.73,4.944439529
"73",99,0,86.625,26,0,1,2456,350.86,81,6.73,4.378749728
"74",101,0,85.3125,26,0,1,2456,350.86,81,6.73,6.53944672
"75",102,0,76,26,0,2,2456,350.86,81,6.73,1.454082063
"76",103,0,92.7,26,0,3,2456,350.86,81,6.73,8.272665832
"77",107,1,75.625,26,0,2,728,104,24,1.99,8.272665832
"78",108,1,85.3333333333333,26,0,2,1099,157,36,3.01,3.239674064
"79",110,0,90,26,0,2,2456,350.86,81,6.73,1.663729953
"80",111,0,85.7142857142857,26,0,1,2456,350.86,81,6.73,2.732826423
"81",114,1,39,26,0,1,634,90.57,21,1.74,2.732826423
"82",115,1,79.9166666666667,26,0,1,1100,157.14,36,3.01,4.234072941
"83",116,1,68.4285714285714,26,0,1,728,104,24,1.99,4.234072941
"84",119,1,74.7777777777778,26,0,1,364,52,12,1,4.234072941
"85",121,0,83.9375,26,0,1,2456,350.86,81,6.73,11.68262229
"86",123,0,64.5,26,0,1,2456,350.86,81,6.73,3.796405013
"87",125,1,50.1428571428571,21.5,0,1,728,104,24,1.99,3.796405013
"88",127,1,88.2857142857143,21.5,0,1,1099,157,36,3.01,1.426522004
"89",129,1,86,21.5,0,1,1099,157,36,3.01,6.465404009
"90",130,1,86.3125,21.5,0,1,728,104,24,1.99,6.465404009
"91",131,1,0,21.5,0,1,0,0,0,0,6.465404009
"92",133,0,100,21.5,0,1,2456,350.86,81,6.73,3.57210242
"93",135,1,0,21.5,0,1,0,0,0,0,3.57210242
"94",136,1,81.5,21.5,0,1,1099,157,36,3.01,2.980731793
"95",137,1,79.75,21.5,0,1,728,104,24,1.99,2.980731793
"96",139,0,86.8125,21.5,0,1,2456,350.86,81,6.73,6.054988319
"97",141,1,63.6875,21.5,0,2,1099,157,36,3.01,1.079478114
"98",142,1,81.6875,21.5,0,2,728,104,24,1.99,1.079478114
"99",143,1,100,21.5,0,1,1099,157,36,3.01,3.870948223
"100",145,0,88.1666666666667,21.5,0,1,2456,350.86,81,6.73,6.690421615
"101",146,0,84.1666666666667,21.5,0,1,2456,350.86,81,6.73,3.233343819
"102",147,0,86.3333333333333,21.5,0,1,2456,350.86,81,6.73,3.233343819
"103",150,1,0,21.5,0,1,0,0,0,0,3.233343819
"104",151,1,0,21.5,0,1,0,0,0,0,3.233343819
"105",155,1,62.8571428571429,58.5,0,1,1687,241,55,4.62,0.660884297
"106",158,1,87.25,58.5,0,1,1099,157,36,3.01,1.526502252
"107",159,0,78.7142857142857,20,0,1,2456,350.86,81,6.73,1.363254881
"108",162,0,83.0833333333333,20,0,1,2456,350.86,81,6.73,3.955291499
"109",163,0,73.3333333333333,76,0,1,2456,350.86,81,6.73,1.395585443
"110",164,0,75.6875,76,0,1,2456,350.86,81,6.73,3.185967525
"111",167,1,92,76,0,1,1129,161.29,37,3.09,3.286913395
"112",168,1,60.25,13.75,0,1,364,52,12,1,3.286913395
"113",169,0,100,13.75,0,1,2456,350.86,81,6.73,5.608590548
"114",170,0,87.3125,13.75,0,1,2456,350.86,81,6.73,5.608590548
"115",171,1,83,62.5,0,1,728,104,24,1.99,5.608590548
"116",172,0,83.25,62.5,0,1,2456,350.86,81,6.73,4.820706562
"117",178,1,78.375,62.5,0,1,1099,157,36,3.01,4.545195162
"118",353,1,69.625,59,0,1,907,129.57,30,2.48,4.545195162
"119",354,0,82,50,0,1,2456,350.86,81,6.73,1.989825785
"120",356,0,75.75,50,0,1,2456,350.86,81,6.73,4.309574174
"121",357,1,87.8571428571429,50,0,1,1100,157.14,36,3.01,3.329421685
"122",358,1,79.625,50,0,1,912,130.29,30,2.5,3.329421685
"123",501,1,54.75,32.25,0,2,1905,272.14,63,5.22,1.011486354
"124",502,1,0,32.25,0,2,0,0,0,0,1.011486354
"125",503,1,0,32.25,0,2,0,0,0,0,1.011486354
"126",504,1,92.25,84.75,0,2,728,104,24,1.99,1.011486354
"127",505,1,75.5,26.33,0,2,1099,157,36,3.01,2.9190436
"128",506,0,82.6875,26.5,0,2,2456,350.86,81,6.73,6.385311085
"129",507,0,81.25,50.75,0,2,2456,350.86,81,6.73,4.131969753
"130",509,0,82.8571428571429,22.25,0,1,2456,350.86,81,6.73,4.464616474
"131",511,0,89.4,72,0,1,2456,350.86,81,6.73,13.28046649
"132",513,1,0,72,0,1,0,0,0,0,13.28046649
"133",514,0,89.5833333333333,47.5,0,1,2456,350.86,81,6.73,8.766947509
"134",515,1,82.25,46.5,0,1,1828,261.14,60,5.01,1.607604893
"135",516,1,80.2,58.67,0,1,364,52,12,1,1.607604893
"136",517,0,84.8571428571429,65,0,1,2456,350.86,81,6.73,2.280511845
"137",518,0,86.9375,37.25,0,1,2456,350.86,81,6.73,6.943997401
"138",520,1,87.7857142857143,37.25,0,1,1099,157,36,3.01,17.74410048
"139",521,0,86.3125,86,0,1,2456,350.86,81,6.73,2.501264962
"140",522,1,90.1,51.5,0,1,364,52,12,1,2.501264962
"141",523,1,75.9,20,0,1,1975,282.14,65,5.41,1.44789213
"142",524,1,0,20,0,1,0,0,0,0,1.44789213
"143",526,1,92.8,67.5,0,1,364,52,12,1,1.44789213
"144",527,1,75.6666666666667,17.5,0,1,1628,232.57,53,4.46,1.44789213
"145",532,0,77.0714285714286,83.33,174,2,2456,350.86,81,6.73,1.389102507
"146",533,0,69.75,60.25,0,2,2456,350.86,81,6.73,6.623859115
"147",534,0,83.7857142857143,78.25,0,2,2456,350.86,81,6.73,8.346675636
"148",535,1,82.8,64,0,2,1827,261,60,5.01,1.673949257
"149",536,0,90,64.25,0,2,2456,350.86,81,6.73,9.894277685
"150",537,0,77.5,62.67,0,2,2456,350.86,81,6.73,3.57210242
"151",538,1,66.4,62.67,0,2,364,52,12,1,3.57210242
"152",539,0,77.6666666666667,38.25,0,2,2456,350.86,81,6.73,1.082436951
"153",541,0,83.4375,84.5,0,2,2456,350.86,81,6.73,1.898427678
"154",542,1,81.75,80.5,0,2,1827,261,60,5.01,1.825140659
"155",543,1,75.1,41.5,0,2,728,104,24,1.99,1.825140659
"156",544,1,0,41.5,0,2,0,0,0,0,1.825140659
"157",548,1,68.5,62,0,2,1099,157,36,3.01,5.324970534
"158",549,1,83.1,82,0,2,1827,261,60,5.01,2.459037654
"159",550,0,94.5,72.75,0,2,2456,350.86,81,6.73,1.633219346
"160",551,1,0,72.75,0,2,0,0,0,0,1.633219346
"161",553,1,71.1428571428571,22,0,2,1828,261.14,60,5.01,3.071455009
"162",554,0,90.3125,90.5,0,2,2456,350.86,81,6.73,3.57210242
"163",556,1,83.3571428571429,69.75,0,2,1827,261,60,5.01,7.005520303
"164",557,1,0,69.75,0,2,0,0,0,0,7.005520303
"165",558,1,57.6,14,0,2,364,52,12,1,7.005520303
"166",559,0,89,29.67,99,2,2456,350.86,81,6.73,3.798006794
"167",560,0,83.2857142857143,65,0,3,2456,350.86,81,6.73,6.224086539
"168",563,1,76.5,58,0,3,1828,261.14,60,5.01,1.215410874
"169",566,0,74.25,60,0,3,2456,350.86,81,6.73,1.328544923
"170",568,1,97.9,88.25,0,3,728,104,24,1.99,1.328544923
"171",569,1,43,14.5,0,3,2076,296.57,68,5.69,7.511745532
"172",571,0,83.5,29,0,3,2456,350.86,81,6.73,5.677333125
"173",573,1,0,29,0,3,0,0,0,0,5.677333125
"174",574,0,88.4166666666667,81.33,0,3,2456,350.86,81,6.73,2.007988216
"175",575,1,94.5625,91.5,0,3,1827,261,60,5.01,2.007988216
"176",578,1,78.3333333333333,53.75,0,3,1827,261,60,5.01,10.26458959
"177",579,1,83.25,59.25,0,3,364,52,12,1,10.26458959
"178",580,1,43.3333333333333,59.25,0,3,744,106.29,24,2.04,10.26458959
"179",582,1,75.8571428571429,58.75,0,3,1099,157,36,3.01,3.010809019
"180",584,1,90,62.5,0,3,1827,261,60,5.01,13.44315408
"181",585,0,92.0833333333333,68,0,3,2456,350.86,81,6.73,1.658670224
"182",586,1,0,68,0,3,0,0,0,0,1.658670224
"183",588,1,68.3571428571429,48.5,0,2,2177,311,72,5.96,1.001041435
"184",589,1,0,48.5,0,2,0,0,0,0,1.001041435
"185",590,0,85.0833333333333,45.5,0,2,2456,350.86,81,6.73,7.127687462
"186",591,1,72.1875,79.25,0,2,1463,209,48,4.01,11.54968608
"187",594,1,81.5,85.25,0,2,1827,261,60,5.01,1.454082063
"188",595,1,69,54.5,0,2,1827,261,60,5.01,6.955106638
"189",596,1,86.3571428571429,90,0,2,1827,261,60,5.01,6.53944672
"190",597,0,83.5,69.75,0,1,2456,350.86,81,6.73,0.866643587
"191",598,0,80.2857142857143,9.5,0,1,2456,350.86,81,6.73,4.626292402
"192",599,1,75.4,57,0,1,1463,209,48,4.01,2.523587581
"193",600,0,67.9166666666667,15.5,0,1,2456,350.86,81,6.73,1.88932902
"194",601,0,73.9285714285714,62.5,0,1,2456,350.86,81,6.73,2.195949215
"195",602,0,84.6428571428571,20.5,0,1,2456,350.86,81,6.73,1.523324036
"196",603,0,85.1428571428571,31,0,1,2456,350.86,81,6.73,1.44789213
"197",604,0,82.375,19,0,2,2456,350.86,81,6.73,1.663729953
"198",606,1,57.9375,63,0,1,464,66.29,15,1.27,1.663729953
"199",608,0,73.9285714285714,7,0,3,2456,350.86,81,6.73,2.863135155
"200",612,1,84,71,0,3,728,104,24,1.99,2.863135155
"201",613,1,86.1875,89,0,3,1099,157,36,3.01,0.709239443
"202",614,1,72.5,26.5,0,3,364,52,12,1,0.709239443
"203",615,1,67.125,61.5,0,3,364,52,12,1,0.709239443
"204",616,0,80.5,67,0,3,2456,350.86,81,6.73,2.915006279
"205",617,1,92.25,85.5,0,3,364,52,12,1,2.915006279
"206",618,0,78.75,60,0,1,2456,350.86,81,6.73,7.127687462
"207",619,1,87,65.5,0,1,549,78.43,18,1.5,7.127687462
"208",621,1,0,65.5,0,1,0,0,0,0,7.127687462
"209",622,1,69.75,57.5,0,1,448,64,15,1.23,7.127687462
"210",625,1,68.5,56.5,0,1,1463,209,48,4.01,2.129808373
"211",628,1,70.1666666666667,56.5,0,1,364,52,12,1,2.129808373
"212",629,1,0,56.5,0,1,513,73.29,17,1.41,2.129808373
"213",631,1,57.5,56.5,0,1,1100,157.14,36,3.01,7.505152284
"214",632,1,0,56.5,0,1,0,0,0,0,7.505152284
"215",633,1,0,56.5,0,1,0,0,0,0,7.505152284
"216",635,0,79.8333333333333,56.5,0,1,2456,350.86,81,6.73,8.766947509
"217",638,0,86.3333333333333,56.5,0,1,2456,350.86,81,6.73,3.260328363
"218",653,0,90.5,56.5,0,1,2456,350.86,81,6.73,11.55193748
"219",752,0,97.5,54,0,1,2456,350.86,81,6.73,1.943481318
"220",755,0,83.5833333333333,54,0,1,2456,350.86,81,6.73,1.622080798
"221",756,1,70.75,24.5,0,1,1463,209,48,4.01,2.684783358
"222",757,1,61.5,16,0,1,364,52,12,1,2.684783358
"223",851,1,88.4,82,0,1,1099,157,36,3.01,3.144116797
"224",852,0,83.6666666666667,76.5,0,1,2456,350.86,81,6.73,1.998719675
"225",853,1,84.4,68,0,1,364,52,12,1,1.998719675
"226",854,0,81,54.5,0,1,2456,350.86,81,6.73,6.172955895
"227",855,0,80.4,60,0,1,2456,350.86,81,6.73,5.986143831
"228",856,1,76.7,37.33,0,1,596,85.14,20,1.63,5.986143831
"229",857,1,68,3,0,1,1463,209,48,4.01,3.064071264
"230",858,1,81,21.33,20,1,2209,315.57,73,6.05,4.4646406
"231",859,1,60,21.33,0,1,364,52,12,1,4.4646406
"232",860,1,0,21.33,0,1,0,0,0,0,4.4646406
"233",861,0,80.6666666666667,50,89,1,2456,350.86,81,6.73,2.534215487
"234",862,1,78,50,0,1,1463,209,48,4.01,4.762680224
"235",863,1,67.4285714285714,60.5,0,1,1827,261,60,5.01,4.762680224
"236",864,1,77.125,62.5,0,1,841,120.14,28,2.3,4.762680224
"237",866,1,81.4,40.33,0,1,652,93.14,21,1.79,4.762680224
"238",868,1,78.5,44,0,3,1978,282.57,65,5.42,0.926871124
"239",869,1,78.5,54.67,0,1,1099,157,36,3.01,0.733635535
"240",870,1,76.8333333333333,30,40,1,2191,313,72,6,1.094806134
"241",871,1,77.75,30,0,1,364,52,12,1,1.094806134
"242",872,1,99.3,92.25,0,1,728,104,24,1.99,1.094806134
"243",873,0,87.5,62,77,1,2456,350.86,81,6.73,3.918823443
"244",874,1,76.25,62,0,1,364,52,12,1,3.918823443
"245",875,1,59.8,62,0,1,364,52,12,1,3.918823443
"246",876,1,90.3,84.67,0,1,1099,157,36,3.01,4.575294138
"247",877,1,84.2,55,94,1,2191,313,72,6,0.866643587
"248",878,0,86,88,77,1,2456,350.86,81,6.73,1.88932902
"249",879,0,81.8,64.67,29,1,2456,350.86,81,6.73,1.982100152
"250",880,0,77.5,72,96,1,2456,350.86,81,6.73,2.195949215
"251",882,0,91.3571428571429,72,0,1,2456,350.86,81,6.73,2.878226389
"252",883,1,70.875,13.5,0,1,364,52,12,1,2.878226389
"253",884,1,72,32.67,0,1,1880,268.57,62,5.15,1.850993702
"254",885,1,84.5,68,118,1,2177,311,72,5.96,6.53944672
"255",886,1,76.7142857142857,19.33,35,1,2230,318.57,73,6.11,3.099490346
"256",887,0,90.1666666666667,73.33,65,1,2456,350.86,81,6.73,2.137617434
"257",888,1,72.25,31.75,267,2,2177,311,72,5.96,3.158252163
"258",889,0,100,75.67,117,2,2456,350.86,81,6.73,3.260328363
"259",890,1,70.5833333333333,58,179,2,2177,311,72,5.96,2.555368363
"260",891,0,68.1666666666667,67.5,0,2,2456,350.86,81,6.73,3.626882872
"261",892,0,85.25,60.67,44,2,2456,350.86,81,6.73,5.588213878
"262",893,1,72.625,23.33,0,2,364,52,12,1,5.588213878
"263",894,0,82.2142857142857,58.33,20,2,2456,350.86,81,6.73,5.210794464
"264",895,1,91.2,90,0,2,1099,157,36,3.01,3.647165251
"265",897,1,91.3,52.75,0,2,728,104,24,1.99,3.647165251
"266",898,1,70.25,52.75,0,2,364,52,12,1,3.647165251
"267",899,1,87.875,52.75,0,2,764,109.14,25,2.09,3.647165251
"268",902,1,81.625,67.5,0,2,364,52,12,1,3.647165251
"269",903,1,79,76,0,1,1172,167.43,39,3.21,9.935599986
"270",904,1,86,96.67,0,2,1981,283,65,5.43,8.429025955
"271",906,1,78.6,96.67,0,2,364,52,12,1,8.429025955
"272",907,0,72.25,81,0,1,2456,350.86,81,6.73,2.169279797
"273",908,0,85.9285714285714,81.33,91,1,2456,350.86,81,6.73,2.169279797
"274",909,1,85,85,0,2,1099,157,36,3.01,2.854327392
"275",912,1,75.75,85,0,2,364,52,12,1,2.854327392
"276",913,0,93.5,62.75,0,2,2456,350.86,81,6.73,2.722947874
"277",914,0,80.25,53.75,0,2,2456,350.86,81,6.73,2.87996143
"278",915,1,89.9,94.33,0,2,1099,157,36,3.01,2.354127156
"279",916,0,79.6,70,61,2,2456,350.86,81,6.73,2.722947874
"280",917,0,88,69.33,53,2,2456,350.86,81,6.73,3.329421685
"281",919,1,79.8,84.33,0,2,738,105.43,24,2.02,3.329421685
"282",920,1,80.5,74.33,121,2,2177,311,72,5.96,1.357522649
"283",921,0,76.75,61.33,70,2,2456,350.86,81,6.73,6.389848421
"284",923,1,84,63.25,0,2,1827,261,60,5.01,5.752363596
"285",924,1,69.25,72,0,1,1463,209,48,4.01,0.525802778
"286",927,0,80,62,89,1,2456,350.86,81,6.73,2.387309621
"287",928,0,88.0625,91,0,1,2456,350.86,81,6.73,7.539074413
"288",929,0,67,NA,49,1,2456,350.86,81,6.73,5.183886177
"289",930,0,78.1428571428571,57,125,1,2456,350.86,81,6.73,4.309574174
"290",931,1,80.7857142857143,53,134,1,2177,311,72,5.96,5.372962954
"291",932,0,87.5,62.75,0,1,2456,350.86,81,6.73,1.622080798
"292",933,0,81.6428571428571,57.67,73,1,2456,350.86,81,6.73,6.389848421
"293",934,1,79.8,62.67,0,1,1099,157,36,3.01,2.578944668
"294",935,1,83.6,30.5,0,1,728,104,24,1.99,2.578944668
"295",936,0,79.0714285714286,35.33,106,1,2456,350.86,81,6.73,3.650409094
"296",937,1,90,71.67,230,1,2201,314.43,72,6.03,5.954970627
"297",938,1,88,64.67,0,1,1478,211.14,49,4.05,12.24592078
"298",939,1,0,64.67,0,1,0,0,0,0,12.24592078
"299",940,1,84.2857142857143,59.33,75,1,2177,311,72,5.96,7.005520303
"300",941,1,86.9,94.25,0,1,1463,209,48,4.01,108.5774732
"301",942,0,87.5,78.67,167,1,2456,350.86,81,6.73,2.297175278
"302",943,1,86.875,54,0,1,364,52,12,1,2.297175278
"303",944,0,81.5833333333333,46.67,43,1,2456,350.86,81,6.73,2.070184005
"304",945,1,82.8,37.67,0,1,728,104,24,1.99,2.070184005
"305",947,1,79.5714285714286,76,98,1,2178,311.14,72,5.97,2.863368211
"306",948,0,97.7,74.75,0,1,2456,350.86,81,6.73,6.465404009
"307",949,1,82.5,74.75,0,1,1099,157,36,3.01,8.860178344
"308",952,1,77.8,84,94,1,2177,311,72,5.96,2.754842002
"309",953,0,95,74,188,1,2456,350.86,81,6.73,3.4311065
"310",954,1,57,74,0,1,364,52,12,1,3.4311065
"311",955,1,47.25,75.67,457,1,2299,328.43,76,6.3,7.032134523
"312",956,1,0,75.67,0,1,0,0,0,0,7.032134523
"313",957,1,0,75.67,0,1,0,0,0,0,7.032134523
"314",958,1,95.8,81.25,0,1,728,104,24,1.99,7.032134523
"315",959,0,87.6428571428571,57.33,80,1,2456,350.86,81,6.73,6.54160753
"316",960,1,71.0714285714286,8,97,2,2178,311.14,72,5.97,1.44792698
"317",961,1,95.9,94.67,0,2,1099,157,36,3.01,6.378285582
"318",962,0,84.0833333333333,59.67,33,2,2456,350.86,81,6.73,5.653942027
"319",963,0,79.1,55,94,1,2456,350.86,81,6.73,3.945766651
"320",964,1,83,62.5,0,1,728,104,24,1.99,3.945766651
"321",965,1,75.6,34,0,1,1099,157,36,3.01,2.915006279
"322",966,0,81.25,45.25,0,1,2456,350.86,81,6.73,2.379032981
"323",967,1,73.4375,52.67,0,1,1998,285.43,66,5.47,3.010809019
"324",968,1,82.9285714285714,55,0,1,1843,263.29,61,5.05,2.084829172
"325",969,0,72.7,61.25,0,2,2456,350.86,81,6.73,2.621686881
"326",970,1,0,61.25,0,2,0,0,0,0,2.621686881
"327",971,0,87.75,66.33,97,2,2456,350.86,81,6.73,1.658670224
"328",972,1,85.7857142857143,64.67,0,2,1827,261,60,5.01,11.55193748
"329",973,1,71.8,58.33,0,2,1099,157,36,3.01,2.192851067
"330",974,1,63.25,75,0,2,364,52,12,1,2.192851067
"331",975,0,91.5,22.67,38,2,2456,350.86,81,6.73,0.913105512
"332",976,1,68,22.67,0,1,364,52,12,1,0.913105512
"333",977,1,63.9,24.75,0,1,618,88.29,20,1.69,0.913105512
"334",979,1,64.5,24.75,0,1,364,52,12,1,0.913105512
"335",980,1,84.5625,25,51,1,2178,311.14,72,5.97,3.869288155
"336",981,1,82.875,29,0,1,364,52,12,1,3.869288155
"337",982,0,79.2142857142857,43.67,62,1,2456,350.86,81,6.73,1.492373859
"338",984,0,95.5,76.25,0,1,2456,350.86,81,6.73,1.913003794
"339",986,1,70.125,76.25,0,1,364,52,12,1,1.913003794
"340",988,1,89,44,0,1,728,104,24,1.99,1.913003794
"341",989,0,94.5,76.33,116,1,2456,350.86,81,6.73,2.312575987
"342",990,1,78.875,71,0,1,1463,209,48,4.01,4.129050976
"343",991,0,100,90,37,1,2456,350.86,81,6.73,6.43610496
"344",992,1,86,18.5,0,1,364,52,12,1,6.43610496
"345",993,0,79.6428571428571,20.33,19,1,2456,350.86,81,6.73,16.16105065
"346",994,1,76.6666666666667,59.33,101,1,2177,311,72,5.96,4.870749398
"347",996,1,81.8125,36.33,0,1,1463,209,48,4.01,1.582712629
"348",997,1,76.1,10.67,0,1,728,104,24,1.99,1.582712629
"349",999,1,88.5,62.33,103,1,2178,311.14,72,5.97,0.687966982
"350",1003,1,72.125,27.67,0,1,364,52,12,1,0.687966982
"351",1004,1,73.2,27.67,0,1,364,52,12,1,0.687966982
"352",1005,1,82.5,40.67,0,1,2059,294.14,68,5.64,0.929873071
"353",1006,1,78.8571428571429,67,0,1,1463,209,48,4.01,0.883665792
"354",1009,1,75.5,55.33,178,1,2179,311.29,72,5.97,4.89627929
"355",1010,1,86.8,55.33,0,1,364,52,12,1,4.89627929
"356",1011,1,76.25,55.33,0,1,364,52,12,1,4.89627929
"357",1013,0,89.4166666666667,81,67,1,2456,350.86,81,6.73,2.710225176
"358",1016,0,80.0833333333333,77,65,1,2456,350.86,81,6.73,5.436518857
"359",1017,1,88.1,85.25,0,1,728,104,24,1.99,5.436518857
"360",1018,1,79.5,23.67,0,3,1625,232.14,53,4.45,1.557089716
"361",1021,1,65.75,23.67,0,1,364,52,12,1,1.557089716
"362",1022,1,64.3,23.67,0,1,364,52,12,1,1.557089716
"363",1023,1,62.4,23.67,0,1,364,52,12,1,1.557089716
"364",1024,1,0,23.67,0,1,0,0,0,0,1.557089716
"365",1067,1,86.8,82.33,0,1,1099,157,36,3.01,2.485086939
"366",1070,1,47.5,22,0,2,1274,182,42,3.49,1.750067125
"367",1071,1,64.5,18.5,0,1,582,83.14,19,1.59,1.750067125
"368",1072,1,93,18.5,0,1,364,52,12,1,1.750067125
"369",1073,1,96,18.5,0,1,364,52,12,1,1.750067125
"370",1074,1,87.4285714285714,50.33,68,1,2184,312,72,5.98,0.210276923
"371",1075,1,91.8333333333333,84.5,0,1,1463,209,48,4.01,3.886569928
"372",1077,1,75.5,8.67,146,1,2331,333,77,6.39,2.044998952
"373",1078,1,0,8.67,0,1,0,0,0,0,2.044998952
"374",1079,1,87,22,12,1,2230,318.57,73,6.11,3.235378944
"375",1080,1,91.5,80,46,1,2177,311,72,5.96,3.008199706
"376",1082,1,66.2,10.75,0,1,835,119.29,27,2.29,3.008199706
"377",1083,1,87.125,79.5,0,1,497,71,16,1.36,3.008199706
"378",1084,1,90.75,79.5,0,1,364,52,12,1,3.008199706
"379",1085,1,78.3,43.67,0,1,1109,158.43,36,3.04,1.086597204
"380",1086,1,81.75,25,0,1,728,104,24,1.99,1.086597204
"381",1087,1,58.8333333333333,24.67,0,1,1967,281,65,5.39,1.23348637
"382",1088,1,85.5,24.67,0,1,364,52,12,1,1.23348637
"383",1089,0,86.5,68,42,1,2456,350.86,81,6.73,1.031921547
"384",1090,1,71.2,4.67,0,1,842,120.29,28,2.31,1.031921547
"385",1091,1,74.75,10,0,1,728,104,24,1.99,1.031921547
