"","STU_ID","Attrition_Y_N","Grades","MAP.Score","Number_Absent","Number_Disc_Incidents","days_enrolled","weeks_enrolled","months_enrolled","years_enrolled","Miles_Distance_House_School"
"946",1687,1,80.875,76.25,0,1,735,105,24,2.01,4.482693819
"947",1688,0,75.9285714285714,46.25,27,1,1728,246.86,57,4.73,4.203177093
"948",1689,1,74.25,20.5,30,1,1449,207,48,3.97,0.844914866
"949",1690,0,72.25,20.5,0,1,1728,246.86,57,4.73,8.049535488
"950",1691,1,76.5,20.5,0,2,919,131.29,30,2.52,6.537024621
"951",1692,0,88.5,95.75,47,2,1728,246.86,57,4.73,3.102719937
"952",1693,1,64.5,95.75,0,2,81,11.57,3,0.22,3.102719937
"953",1694,1,63.8571428571429,95.75,0,3,372,53.14,12,1.02,6.204149882
"954",1695,1,76.0833333333333,35.5,0,3,1099,157,36,3.01,1.547743884
"955",1696,0,90.5,78.75,16,3,1728,246.86,57,4.73,4.318361992
"956",1697,1,71.5833333333333,18,228,1,1631,233,54,4.47,4.318361992
"957",1699,0,80,54.25,15,1,1728,246.86,57,4.73,0.160913772
"958",1700,1,73.4,50.25,0,1,582,83.14,19,1.59,2.89106067
"959",1701,0,71.4166666666667,15,111,10,1728,246.86,57,4.73,0.664652393
"960",1702,0,93.375,92.5,33,10,1728,246.86,57,4.73,4.378749728
"961",1703,1,84.75,77.5,61,10,1449,207,48,3.97,2.070580745
"962",1704,0,98.4285714285714,97.75,0,10,1728,246.86,57,4.73,7.341893196
"963",1705,1,92.1666666666667,60.5,0,10,735,105,24,2.01,2.34981604
"964",1706,0,82.5,86,33,10,1728,246.86,57,4.73,1.23674795
"965",1707,0,86.1428571428571,78,30,2,1728,246.86,57,4.73,2.44674558
"966",1708,0,94,54.25,13,2,1728,246.86,57,4.73,0.615465273
"967",1709,0,74.8571428571429,14.25,90,3,1728,246.86,57,4.73,1.135010169
"968",1710,1,92,53,0,3,143,20.43,5,0.39,1.135010169
"969",1711,1,89,41.5,22,3,1450,207.14,48,3.97,2.831287168
"970",1712,0,93.25,41.5,0,3,1728,246.86,57,4.73,14.35966176
"971",1713,1,74.5,38.75,69,3,1449,207,48,3.97,4.455078194
"972",1714,1,85.25,33.75,0,3,1449,207,48,3.97,8.964359384
"973",1715,0,85.6428571428571,63.5,16,3,1728,246.86,57,4.73,1.147008226
"974",1716,1,83.7142857142857,63.5,0,3,1099,157,36,3.01,4.307358175
"975",1717,1,0,63.5,0,3,0,0,0,0,4.307358175
"976",1718,1,79.25,63.5,0,1,553,79,18,1.52,2.698913112
"977",1719,1,84.7142857142857,30.25,50,1,1449,207,48,3.97,5.096492531
"978",1720,0,98.5,30.25,0,1,1728,246.86,57,4.73,6.606872935
"979",1721,0,84.8571428571429,30.25,0,1,1728,246.86,57,4.73,6.419542188
"980",1722,1,81.5833333333333,16.75,22,1,1449,207,48,3.97,3.943439466
"981",1723,1,79.9166666666667,21.25,0,1,371,53,12,1.02,5.405743289
"982",1724,1,83.8571428571429,21.25,0,1,140,20,5,0.38,5.405743289
"983",1725,1,75.5714285714286,21.25,0,1,51,7.29,2,0.14,5.405743289
"984",1726,0,65.5,49.5,70,1,1728,246.86,57,4.73,1.682244095
"985",1727,0,87,49.5,0,1,1728,246.86,57,4.73,9.750899564
"986",1728,0,89.2142857142857,49.5,0,1,1728,246.86,57,4.73,5.42751987
"987",1729,1,70.8333333333333,26.5,0,5,469,67,15,1.28,0.110883899
"988",1730,0,85.3571428571429,26.5,0,5,1728,246.86,57,4.73,4.700918109
"989",1731,1,67.75,20.5,109,5,1457,208.14,48,3.99,1.866932426
"990",1732,1,90.4375,20.5,0,5,161,23,5,0.44,1.866932426
"991",1733,0,79.8571428571429,20.5,0,2,1728,246.86,57,4.73,4.50193672
"992",1734,0,84,20.5,0,2,1728,246.86,57,4.73,2.230780651
"993",1735,1,71.4166666666667,40.75,11,2,1486,212.29,49,4.07,9.524193849
"994",1736,0,87.7857142857143,86.25,12,2,1728,246.86,57,4.73,4.461407555
"995",1737,1,87.8333333333333,26.5,0,2,851,121.57,28,2.33,4.856602748
"996",1738,0,92.5,58,58,2,1728,246.86,57,4.73,3.290092702
"997",1739,1,88.1666666666667,23,0,2,80,11.43,3,0.22,3.290092702
"998",1740,1,94.5833333333333,76.5,0,2,767,109.57,25,2.1,1.313597323
"999",1741,1,82.8333333333333,15.5,0,2,735,105,24,2.01,3.064200419
"1000",1742,0,80.25,50.5,56,1,1728,246.86,57,4.73,1.067027873
"1001",1743,1,89.8333333333333,66,0,1,735,105,24,2.01,9.082080001
"1002",1744,1,76,66,0,1,165,23.57,5,0.45,9.082080001
"1003",1745,1,80.25,66,0,1,371,53,12,1.02,3.231033377
"1004",1746,1,61.5,66,0,3,868,124,29,2.38,3.231033377
"1005",1747,1,74.8125,66,0,3,371,53,12,1.02,0.369059442
"1006",1748,1,76.2,36,0,1,941,134.43,31,2.58,1.386575512
"1007",1749,1,80.75,33.5,0,1,735,105,24,2.01,3.13963098
"1008",1750,1,62.2,48.33,0,2,891,127.29,29,2.44,1.086597204
"1009",1751,0,86.7857142857143,79.5,25,2,1728,246.86,57,4.73,10.2375189
"1010",1752,1,88,36.25,0,2,371,53,12,1.02,2.15983013
"1011",1753,1,80.7142857142857,3.5,0,2,735,105,24,2.01,3.703810384
"1012",1754,1,72.8333333333333,19.25,0,2,1197,171,39,3.28,3.158252163
"1013",1756,0,82.1428571428571,82.25,36,2,1728,246.86,57,4.73,3.089849877
"1014",1757,1,83.5833333333333,51.75,0,2,735,105,24,2.01,3.150596415
"1015",1758,1,77.25,18,0,2,735,105,24,2.01,3.838464719
"1016",1760,0,83.5,39,57,2,1728,246.86,57,4.73,0.287915055
"1017",1761,1,89.1666666666667,67.5,0,2,735,105,24,2.01,6.992527766
"1018",1762,1,86,29.75,0,2,73,10.43,2,0.2,6.992527766
"1019",1763,0,84.9375,55.25,16,2,1728,246.86,57,4.73,0.207949337
"1020",1764,0,81.9285714285714,48.25,41,2,1728,246.86,57,4.73,2.059755854
"1021",1765,1,97.1428571428571,91.25,0,2,1449,207,48,3.97,2.333953985
"1022",1766,1,77,28.5,0,2,735,105,24,2.01,2.898628891
"1023",1767,0,95,89,57,1,1728,246.86,57,4.73,0.591243483
"1024",1768,0,78.5,49.75,53,1,1728,246.86,57,4.73,4.422135256
"1025",1770,1,79.6666666666667,18.25,0,1,1099,157,36,3.01,1.438522249
"1026",1771,1,77.3333333333333,58,0,1,1449,207,48,3.97,1.821500621
"1027",1772,1,88.8333333333333,59.75,0,1,735,105,24,2.01,2.276985428
"1028",1773,1,70.25,6.5,2,4,1618,231.14,53,4.43,2.276985428
"1029",1774,0,83.3125,71.75,38,4,1728,246.86,57,4.73,9.262394538
"1030",1775,1,81.3333333333333,24.75,0,1,735,105,24,2.01,1.590585284
"1031",1776,1,54,27.25,0,1,938,134,31,2.57,0.792130232
"1032",1777,1,80.0833333333333,58.5,0,1,735,105,24,2.01,1.590585284
"1033",1778,1,72,20,0,4,1449,207,48,3.97,2.217044845
"1034",1779,1,75.0833333333333,42,34,4,1449,207,48,3.97,0.63070013
"1035",1780,0,93.5,35.25,6,1,1728,246.86,57,4.73,3.042821788
"1036",1781,1,73,35.75,0,1,735,105,24,2.01,0.628197865
"1037",1783,0,92.0714285714286,92.5,22,1,1728,246.86,57,4.73,0.81945814
"1038",1784,0,92,74.25,47,1,1728,246.86,57,4.73,2.127995224
"1039",1785,1,89.8,74.25,0,1,49,7,2,0.13,2.127995224
"1040",1786,0,97.5,21.25,26,1,1728,246.86,57,4.73,9.656243765
"1041",1788,0,78.9285714285714,48.5,26,1,1728,246.86,57,4.73,7.316431827
"1042",1789,0,84.2857142857143,31.5,9,1,1728,246.86,57,4.73,7.940953239
"1043",1790,0,84,58.75,28,1,1728,246.86,57,4.73,3.520996806
"1044",1791,1,72.3333333333333,41,0,1,1449,207,48,3.97,5.614080372
"1045",1792,1,72.75,41,0,1,35,5,1,0.1,5.614080372
"1046",1793,1,76.1666666666667,11.25,0,1,844,120.57,28,2.31,5.614080372
"1047",1794,1,88.1666666666667,72,0,1,77,11,3,0.21,5.614080372
"1048",1796,1,64.1666666666667,11.25,22,7,1484,212,49,4.07,3.867360653
"1049",1797,0,94.25,60.75,0,7,1728,246.86,57,4.73,3.053182119
"1050",1798,1,74.8333333333333,14.75,0,7,735,105,24,2.01,6.052012903
"1051",1799,1,84,49,64,1,1450,207.14,48,3.97,0.771152198
"1052",1800,0,86.25,62.5,19,1,1728,246.86,57,4.73,5.253415916
"1053",1801,1,85.6666666666667,5,0,1,106,15.14,3,0.29,5.253415916
"1054",1802,1,90.8571428571429,90.75,0,1,1449,207,48,3.97,4.055943606
"1055",1803,0,76.0714285714286,30,63,1,1728,246.86,57,4.73,29.5411521
"1056",1804,0,77.9285714285714,45.25,85,1,1728,246.86,57,4.73,4.478424049
"1057",1805,0,92.5,42,8,1,1728,246.86,57,4.73,3.888348725
"1058",1806,0,79.3571428571429,53,73,1,1728,246.86,57,4.73,4.093242136
"1059",1807,0,80,83.5,39,1,1728,246.86,57,4.73,0.855279735
"1060",1808,1,94.4166666666667,69.5,0,1,371,53,12,1.02,2.546352981
"1061",1809,0,90,66.75,26,1,1728,246.86,57,4.73,6.475191472
"1062",1810,0,92.5714285714286,91.75,27,1,1728,246.86,57,4.73,5.282767078
"1063",1811,0,86.5,68,73,1,1728,246.86,57,4.73,1.425450534
"1064",1812,1,75.4166666666667,34,0,1,735,105,24,2.01,9.044866428
"1065",1813,1,70.4166666666667,44.25,112,1,1449,207,48,3.97,3.267030558
"1066",1814,1,84.4166666666667,3,0,1,431,61.57,14,1.18,6.330641589
"1067",1815,1,81.25,86,0,1,1123,160.43,37,3.08,2.082484058
"1068",1816,1,77,67.5,111,1,1571,224.43,52,4.3,3.477851391
"1069",1817,0,86,56.5,33,1,1728,246.86,57,4.73,0.981368757
"1070",1818,0,79.7142857142857,38,76,1,1728,246.86,57,4.73,1.620332717
"1071",1819,1,90,55,0,1,1099,157,36,3.01,4.273861224
"1072",1820,1,91.9166666666667,45.75,0,1,1099,157,36,3.01,3.440857453
"1073",1821,1,88.1666666666667,56.5,0,1,445,63.57,15,1.22,4.172251584
"1074",1822,1,68.6666666666667,11,0,2,655,93.57,22,1.79,11.7166134
"1075",1823,1,93,73.75,0,2,1099,157,36,3.01,4.27436901
"1076",1825,0,80.5,64.5,91,1,1728,246.86,57,4.73,1.269183138
"1077",1826,1,86.75,43.75,0,1,371,53,12,1.02,10.15252202
"1078",1827,0,76.6666666666667,37.75,53,1,1728,246.86,57,4.73,8.096530739
"1079",1828,1,92.5,34.5,25,1,1450,207.14,48,3.97,3.157830564
"1080",1829,0,76,19,62,1,1728,246.86,57,4.73,0.676228068
"1081",1830,1,76.5833333333333,21.5,118,12,1631,233,54,4.47,8.137273182
"1082",1831,1,80.6666666666667,30.25,0,1,735,105,24,2.01,2.366485682
"1083",1833,0,89.1428571428571,68.5,17,1,1728,246.86,57,4.73,3.95088432
"1084",1834,1,77.3571428571429,32.5,42,1,1450,207.14,48,3.97,1.233741053
"1085",1835,1,84.2142857142857,27.25,0,2,1124,160.57,37,3.08,4.979730941
"1086",1836,0,92.5,78.5,53,2,1728,246.86,57,4.73,3.417590416
"1087",1837,0,86.9375,83,25,2,1728,246.86,57,4.73,2.009859192
"1088",1838,1,58.3333333333333,20.75,0,6,1134,162,37,3.11,2.647795786
"1089",1839,1,74.3333333333333,32.25,0,1,1631,233,54,4.47,2.688327923
"1090",1840,1,69.5,33.75,54,1,1449,207,48,3.97,2.08815789
"1091",1841,1,79.7,52.25,0,1,735,105,24,2.01,6.72940946
"1092",1842,1,51.75,27.67,0,1,893,127.57,29,2.45,3.538707765
"1093",1843,1,92.5,73.25,0,1,767,109.57,25,2.1,1.313597323
"1094",1845,0,87.2142857142857,70.25,15,1,1728,246.86,57,4.73,2.125873544
"1095",1846,1,70.75,41.5,0,4,735,105,24,2.01,2.276985428
"1096",1848,0,79.1666666666667,28.5,53,4,1728,246.86,57,4.73,3.703859652
"1097",1849,1,94.5714285714286,88.25,0,4,1099,157,36,3.01,8.529431302
"1098",1850,0,81.7857142857143,32,12,4,1728,246.86,57,4.73,1.130665343
"1099",1851,1,96.2,84.5,0,4,86,12.29,3,0.24,1.130665343
"1100",1852,1,80,20.5,98,4,1598,228.29,53,4.38,1.75314225
"1101",1853,0,89,61,58,4,1728,246.86,57,4.73,3.373761521
"1102",1854,1,78.4166666666667,16.75,0,4,156,22.29,5,0.43,3.373761521
"1103",1855,0,89.8571428571429,56.33,75,4,1728,246.86,57,4.73,1.620332717
"1104",1856,1,93.5,45.75,0,4,1449,207,48,3.97,4.736749786
"1105",1857,0,69.0714285714286,2.75,105,1,1728,246.86,57,4.73,2.378841749
"1106",1858,0,86.5,65,20,1,1728,246.86,57,4.73,6.074178456
"1107",1859,0,95,30.5,114,1,1728,246.86,57,4.73,6.109360478
"1108",1860,0,80.2857142857143,58.5,56,1,1728,246.86,57,4.73,0.721262475
"1109",1861,1,92,32.75,0,1,371,53,12,1.02,0.417375232
"1110",1862,1,76.1666666666667,24,0,2,478,68.29,16,1.31,1.432033063
"1111",1863,1,90.5,51.5,0,2,371,53,12,1.02,2.920310605
"1112",1864,0,92,77.75,22,2,1728,246.86,57,4.73,1.002725436
"1113",1865,1,90.4166666666667,78.75,0,2,735,105,24,2.01,2.892360904
"1114",1866,1,78.1666666666667,19.25,0,2,371,53,12,1.02,4.335439475
"1115",1867,1,83.5833333333333,33,0,2,735,105,24,2.01,3.903092985
"1116",1868,0,83.4285714285714,75.5,52,2,1728,246.86,57,4.73,4.118829312
"1117",1869,0,83.7857142857143,66.75,25,2,1728,246.86,57,4.73,0.6718769
"1118",1871,1,91.25,51.25,0,2,735,105,24,2.01,5.813358012
"1119",1872,1,71,7.5,14,2,1449,207,48,3.97,2.095804949
"1120",1873,0,76.9285714285714,17,88,2,1728,246.86,57,4.73,1.105252316
"1121",1874,1,87.0833333333333,45,0,2,735,105,24,2.01,0.62158907
"1122",1875,0,98,14.5,38,2,1728,246.86,57,4.73,4.567165806
"1123",1876,0,91.5,76.75,22,2,1728,246.86,57,4.73,3.047030126
"1124",1877,0,85,79.25,143,2,1728,246.86,57,4.73,1.451956848
"1125",1878,0,84.6428571428571,79.25,69,2,1728,246.86,57,4.73,1.384456598
"1126",1879,1,88.6,28.5,0,2,151,21.57,5,0.41,1.384456598
"1127",1880,0,87.3571428571429,82.25,75,2,1728,246.86,57,4.73,5.970414208
"1128",1881,0,95,74.75,100,2,1728,246.86,57,4.73,8.058023191
"1129",1882,0,86.7857142857143,72,26,2,1728,246.86,57,4.73,3.992808856
"1130",1883,1,75.7857142857143,24.25,126,2,1449,207,48,3.97,2.242621936
"1131",1884,1,80.3333333333333,60,0,2,1099,157,36,3.01,2.824384937
"1132",1885,1,78.75,25,0,3,1449,207,48,3.97,2.237601661
"1133",1886,1,80.25,59,0,2,288,41.14,9,0.79,2.237601661
"1134",1887,0,82,71.5,68,2,1728,246.86,57,4.73,1.562829995
"1135",1888,0,86.4166666666667,39.5,0,2,1728,246.86,57,4.73,3.928430538
"1136",1889,0,87.8571428571429,51.25,0,2,1728,246.86,57,4.73,0.98039745
"1137",1890,1,81.5,11.25,0,2,836,119.43,27,2.29,2.107773423
"1138",1891,0,78.9285714285714,58.5,139,2,1728,246.86,57,4.73,0.327150934
"1139",1892,1,90.6666666666667,62.5,0,2,371,53,12,1.02,8.193519224
"1140",1893,1,79.25,32,0,2,756,108,25,2.07,7.961358124
"1141",1894,0,84.6428571428571,75.25,26,2,1728,246.86,57,4.73,6.72940946
"1142",1895,1,87.1666666666667,51.75,0,2,86,12.29,3,0.24,6.72940946
"1143",1896,1,90.5714285714286,75.25,18,2,1449,207,48,3.97,0.110950599
"1144",1897,1,66.5,47.25,0,2,1449,207,48,3.97,2.130238648
"1145",1898,0,68.75,43.75,42,2,1728,246.86,57,4.73,1.233646702
"1146",1899,1,78.2857142857143,76,83,1,1449,207,48,3.97,2.380464276
"1147",1900,0,84,61.75,20,1,1728,246.86,57,4.73,5.800266823
"1148",1901,1,79.4166666666667,54.25,0,1,1449,207,48,3.97,1.406962453
"1149",1902,1,0,54.25,0,1,11,1.57,0,0.03,1.406962453
"1150",1903,1,83.5833333333333,22,0,1,735,105,24,2.01,7.334091759
"1151",1904,1,90.1666666666667,72.67,0,1,100,14.29,3,0.27,7.334091759
"1152",1905,1,78.9166666666667,31.75,115,1,1449,207,48,3.97,0.885288555
"1153",1906,0,83,53.5,19,1,1728,246.86,57,4.73,2.247704123
"1154",1907,1,77.5,43.25,29,1,1449,207,48,3.97,5.822494445
"1155",1908,1,82,50.5,55,1,1449,207,48,3.97,0.62158907
"1156",1909,1,94.5,83.25,0,1,1449,207,48,3.97,3.476241138
"1157",1910,1,67,41.25,91,1,1449,207,48,3.97,4.007188878
"1158",1911,1,88.6,63.5,0,1,371,53,12,1.02,2.79441794
"1159",1912,1,86.1666666666667,37,0,1,779,111.29,26,2.13,2.274849472
"1160",1913,1,79.9285714285714,49,17,1,1456,208,48,3.99,5.798657762
"1161",1914,0,78,28.5,32,1,1728,246.86,57,4.73,5.587382754
"1162",1915,0,81,70.75,6,2,1728,246.86,57,4.73,15.30898416
"1163",1916,0,85,32.75,25,2,1728,246.86,57,4.73,1.615134244
"1164",1918,1,68.8333333333333,1.25,0,2,441,63,14,1.21,1.281849925
"1165",1920,1,73.25,1.25,0,2,1283,183.29,42,3.52,8.673967809
"1166",1921,0,68,36.75,37,2,1728,246.86,57,4.73,3.243365709
"1167",1922,0,80.0714285714286,48,15,2,1728,246.86,57,4.73,3.703835458
"1168",1923,0,97,5,26,2,1728,246.86,57,4.73,1.201204572
"1169",1924,1,94.25,95.5,0,2,735,105,24,2.01,4.809799054
"1170",1925,1,88.3333333333333,64.25,0,2,134,19.14,4,0.37,4.809799054
"1171",1926,0,77.5833333333333,22.5,47,2,1728,246.86,57,4.73,6.431489744
"1172",1927,0,94,88.25,34,2,1728,246.86,57,4.73,4.048017873
"1173",1929,1,77,1,68,2,1449,207,48,3.97,0.942668421
"1174",1930,0,79.6428571428571,47,13,2,1728,246.86,57,4.73,6.803925751
"1175",1931,1,86.75,63.75,0,1,1449,207,48,3.97,1.124818633
"1176",1932,0,87.1428571428571,35.25,39,1,1728,246.86,57,4.73,2.051513364
"1177",1933,0,78.5,57.75,181,2,1728,246.86,57,4.73,3.930387358
"1178",1934,0,92.5,67,26,2,1728,246.86,57,4.73,1.313594222
"1179",1935,0,81.5,60.5,16,2,1728,246.86,57,4.73,2.959459429
"1180",1936,0,76.75,14.75,15,2,1728,246.86,57,4.73,5.256903738
"1181",1937,1,97.4,80.75,0,2,140,20,5,0.38,5.256903738
"1182",1938,1,76.5,80.75,0,2,25,3.57,1,0.07,5.256903738
"1183",1939,1,58,80.75,0,1,36,5.14,1,0.1,5.256903738
"1184",1940,0,91.5,51.5,21,1,1728,246.86,57,4.73,0.993239357
"1185",1941,1,79.4166666666667,59.75,0,1,1099,157,36,3.01,2.975677326
"1186",1942,0,91.1428571428571,78.75,23,1,1728,246.86,57,4.73,4.971171647
"1187",1943,0,75.8571428571429,80.25,41,1,1728,246.86,57,4.73,1.678860119
"1188",1944,1,79.2,46,40,3,1449,207,48,3.97,4.122003423
"1189",1945,1,77.3333333333333,61.67,0,3,371,53,12,1.02,2.45733014
"1190",1946,1,79.6666666666667,64,0,3,151,21.57,5,0.41,2.45733014
"1191",1947,1,74,33.5,0,3,504,72,17,1.38,4.122003423
"1192",1948,1,81.8333333333333,72,0,3,1099,157,36,3.01,7.806871744
"1193",1949,1,79.2857142857143,36.75,74,1,1449,207,48,3.97,2.013505049
"1194",1950,0,81.5,64,62,1,1728,246.86,57,4.73,3.858981983
"1195",1951,1,0,64,0,1,0,0,0,0,3.858981983
"1196",1952,1,84,64,0,1,107,15.29,4,0.29,3.858981983
"1197",1953,1,0,64,0,1,1,0.14,0,0,3.858981983
"1198",1954,1,89.0833333333333,76.75,0,1,1102,157.43,36,3.02,4.273861224
"1199",1955,1,63.5,10,0,1,98,14,3,0.27,4.273861224
"1200",1956,1,95,70,73,1,1449,207,48,3.97,1.451956848
"1201",1957,0,95,10.67,54,1,1728,246.86,57,4.73,3.042821788
"1202",1958,0,86.2857142857143,60.67,105,1,1728,246.86,57,4.73,0.287915055
"1203",1960,0,85.2142857142857,70,26,1,1728,246.86,57,4.73,1.194577425
"1204",1961,0,80,33,74,1,1728,246.86,57,4.73,3.078895935
"1205",1962,1,81,55,0,1,116,16.57,4,0.32,3.078895935
"1206",1963,0,85.9375,55,0,1,1728,246.86,57,4.73,6.153082151
"1207",1964,1,81.75,55,0,1,36,5.14,1,0.1,6.153082151
"1208",1965,1,70.625,55,0,1,234,33.43,8,0.64,6.153082151
"1209",1966,1,92.5,66.25,0,1,108,15.43,4,0.3,6.153082151
"1210",1967,0,82,91.33,72,1,1728,246.86,57,4.73,1.952830632
"1211",1968,0,87,91.33,0,1,1728,246.86,57,4.73,1.048086075
"1212",1969,0,77.5833333333333,91.33,0,1,1728,246.86,57,4.73,2.284486168
"1213",1970,1,80.75,17.75,0,1,735,105,24,2.01,0.814082181
"1214",1971,0,69.5,7,219,16,1728,246.86,57,4.73,4.298376823
"1215",1972,1,88.75,54.67,0,16,371,53,12,1.02,2.79441794
"1216",1973,1,80.6666666666667,54,0,16,735,105,24,2.01,2.486099942
"1217",1974,1,90.7142857142857,54,0,16,371,53,12,1.02,143.8356335
"1218",1975,1,76.5,22.33,0,16,371,53,12,1.02,2.08815789
"1219",1976,1,74.875,22.33,0,16,30,4.29,1,0.08,2.08815789
"1220",1977,0,78.8333333333333,39,51,1,1728,246.86,57,4.73,6.497990989
"1221",1978,1,93.6428571428571,82.5,0,1,735,105,24,2.01,0.615465273
"1222",1980,1,65.875,82.5,0,3,371,53,12,1.02,3.204200197
"1223",1981,0,73.5,41,68,1,1728,246.86,57,4.73,14.56568152
"1224",1982,0,74.6428571428571,74.67,82,1,1728,246.86,57,4.73,2.539600511
"1225",1983,0,90.5,74.67,0,1,1728,246.86,57,4.73,4.362656723
"1226",1984,0,81.7142857142857,74.67,0,1,1727,246.71,57,4.73,0.906210891
"1227",1985,1,79.6428571428571,74.67,0,1,734,104.86,24,2.01,4.625159935
"1228",1986,1,73.4,21.75,0,1,734,104.86,24,2.01,2.745192505
"1229",1987,0,72.875,21.75,0,1,1725,246.43,57,4.73,1.002725436
"1230",1988,1,100,21.75,0,1,1232,176,40,3.38,3.290092702
"1231",1989,1,82.125,21.75,0,1,36,5.14,1,0.1,3.290092702
"1232",1990,0,87.5,21.75,0,1,1726,246.57,57,4.73,4.101546954
"1233",1991,1,85.25,21.75,0,1,48,6.86,2,0.13,4.101546954
"1234",1992,0,73.4285714285714,21.75,0,2,1721,245.86,57,4.72,7.503359636
"1235",1993,1,74.875,21.75,0,2,67,9.57,2,0.18,7.503359636
"1236",1994,1,82,30.25,0,2,368,52.57,12,1.01,9.308466613
"1237",1995,1,73,39,123,2,1445,206.43,47,3.96,4.138091282
"1238",1996,1,0,39,0,2,1,0.14,0,0,4.138091282
"1239",1997,1,80.9285714285714,21,108,2,1393,199,46,3.82,5.367959909
"1240",1998,1,61.5,21,0,1,163,23.29,5,0.45,5.367959909
"1241",1999,1,77.4285714285714,60,172,1,1351,193,44,3.7,0.868737147
"1242",2000,1,87.75,74.67,101,1,1344,192,44,3.68,4.055943606
"1243",2001,0,86.5,50.25,58,1,1623,231.86,53,4.45,4.082968365
"1244",2002,1,92.3333333333333,58.67,0,1,43,6.14,1,0.12,4.082968365
"1245",2003,0,79.5714285714286,35,36,1,1588,226.86,52,4.35,4.150301081
"1246",2004,1,73.9,55.5,0,1,595,85,20,1.63,0.814082181
"1247",2005,0,91.5,70.5,34,1,1586,226.57,52,4.35,4.423545995
"1248",2006,0,88.3571428571429,80.67,21,1,1586,226.57,52,4.35,4.423545995
"1249",2007,1,74.9166666666667,38.25,0,1,586,83.71,19,1.61,8.97939311
"1250",2008,1,81.5,38.25,0,1,942,134.57,31,2.58,2.985853222
"1251",2009,1,0,38.25,0,1,1,0.14,0,0,2.985853222
"1252",2010,0,97.5,23,10,1,1573,224.71,52,4.31,5.963587758
"1253",2011,0,90,66.25,30,1,1560,222.86,51,4.27,7.634478974
"1254",2012,1,94,68,0,1,1281,183,42,3.51,7.905481688
"1255",2013,0,81.9285714285714,62,59,1,1559,222.71,51,4.27,4.612698015
"1256",2014,1,87,62,42,1,1280,182.86,42,3.51,3.268598741
"1257",2015,0,80.5833333333333,45.75,24,1,1553,221.86,51,4.25,0.438148116
"1258",2016,0,98,26.5,11,4,1556,222.29,51,4.26,4.591447285
"1259",2017,0,81,81.33,78,4,1556,222.29,51,4.26,4.591447285
"1260",2018,1,80.75,8.5,0,4,403,57.57,13,1.1,5.616391327
"1261",2019,0,87.5,65.5,18,4,1539,219.86,51,4.22,3.527969344
"1262",2020,1,89.3333333333333,90,0,4,1224,174.86,40,3.35,1.526798863
"1263",2021,0,95.5833333333333,84.75,19,4,1440,205.71,47,3.95,9.905630387
"1264",2022,0,88,81.75,11,4,1440,205.71,47,3.95,2.274849472
"1265",2023,0,76,42.25,63,4,1440,205.71,47,3.95,0.844914866
"1266",2024,1,83.25,85.75,54,4,1161,165.86,38,3.18,5.010609145
"1267",2025,1,70.5833333333333,18.75,99,2,1162,166,38,3.18,6.345093071
"1268",2026,0,86.5,51,33,2,1469,209.86,48,4.02,2.936625582
"1269",2027,0,82,39.75,38,2,1440,205.71,47,3.95,1.615940663
"1270",2028,1,100,16,0,2,113,16.14,4,0.31,4.869905721
"1271",2029,0,82.3333333333333,44.5,40,2,1440,205.71,47,3.95,4.869905721
"1272",2030,0,90.5,67.25,30,2,1440,205.71,47,3.95,4.869905721
"1273",2031,0,85.8333333333333,28.25,9,2,1440,205.71,47,3.95,1.495118987
"1274",2032,1,88.5714285714286,65.5,0,2,1161,165.86,38,3.18,12.77719374
"1275",2033,0,77.75,3.75,14,2,1440,205.71,47,3.95,0.169318555
"1276",2034,0,88.1666666666667,40.75,15,2,1440,205.71,47,3.95,1.812853028
"1277",2035,0,77.0833333333333,15,13,2,1440,205.71,47,3.95,4.344335301
"1278",2036,0,87.6666666666667,74.25,29,1,1440,205.71,47,3.95,5.096492531
"1279",2037,0,68.75,45.5,25,2,1440,205.71,47,3.95,3.092780941
"1280",2038,1,85.8571428571429,43,0,2,1161,165.86,38,3.18,3.235378944
"1281",2039,0,74.3333333333333,50,118,1,1440,205.71,47,3.95,0.421387711
"1282",2040,0,86.5,64.5,21,1,1440,205.71,47,3.95,4.048017873
"1283",2041,0,88.6666666666667,50.75,12,1,1440,205.71,47,3.95,4.048017873
"1284",2042,1,85.1666666666667,33.5,0,1,811,115.86,27,2.22,6.43462803
"1285",2043,1,83.25,57.75,17,1,1161,165.86,38,3.18,0.381524792
"1286",2044,0,95.1666666666667,80.75,4,1,1440,205.71,47,3.95,1.313594222
"1287",2045,0,80.3333333333333,63,13,1,1440,205.71,47,3.95,5.466811418
"1288",2046,1,74.75,51.5,0,1,967,138.14,32,2.65,3.954579091
"1289",2047,0,93.5,49.75,0,1,1440,205.71,47,3.95,4.843876262
"1290",2048,1,85.8333333333333,37.5,0,1,811,115.86,27,2.22,1.413890398
"1291",2049,0,91,41.5,10,2,1440,205.71,47,3.95,5.740982552
"1292",2050,0,84.4166666666667,55,2,2,1440,205.71,47,3.95,3.928430538
"1293",2051,0,77.5833333333333,50.75,103,2,1440,205.71,47,3.95,0.885288555
"1294",2052,1,84.6666666666667,43.5,29,1,1161,165.86,38,3.18,5.822494445
"1295",2053,1,0,43.5,0,1,83,11.86,3,0.23,1.336826713
